experiment_type,parameter_value,run,hidden_layers,activation,optimizer,batch_size,epochs,training_time,train_mse,train_rmse,train_mae,test_mse,test_rmse,test_mae,train_accuracy,test_accuracy,train_loss,test_loss
activation,leaky_relu,6,"[64, 32]",leaky_relu,sgd,32,50,0.7455441951751709,0.7083333333333333,0.8416254115301731,0.7083333333333333,0.7666666666666666,0.8755950357709131,0.7666666666666666,0.2916666666666667,0.23333333333333334,1.728589095129199,1.7554983644890805
activation,leaky_relu,7,"[64, 32]",leaky_relu,sgd,32,50,0.7639262676239014,0.7354166666666666,0.8575643804791956,0.7354166666666666,0.7583333333333333,0.8708233651742088,0.7583333333333333,0.26458333333333334,0.24166666666666667,1.710987257852246,1.728773219111576
activation,leaky_relu,8,"[64, 32]",leaky_relu,sgd,32,50,0.8655107021331787,0.7729166666666667,0.8791567929935289,0.7729166666666667,0.8,0.8944271909999159,0.8,0.22708333333333333,0.2,1.7227749743862,1.7399310740447185
activation,leaky_relu,9,"[64, 32]",leaky_relu,sgd,32,50,0.8019344806671143,0.71875,0.8477912478906585,0.71875,0.7583333333333333,0.8708233651742088,0.7583333333333333,0.28125,0.24166666666666667,1.7510815671322828,1.812730838641571
activation,leaky_relu,10,"[64, 32]",leaky_relu,sgd,32,50,0.7819092273712158,0.7645833333333334,0.8744045593049783,0.7645833333333334,0.8083333333333333,0.8990735972840785,0.8083333333333333,0.23541666666666666,0.19166666666666668,1.753501037088298,1.7715258665539708
optimizer,sgd,1,"[64, 32]",relu,sgd,32,50,0.7723453044891357,0.7625,0.873212459828649,0.7625,0.8,0.8944271909999159,0.8,0.2375,0.2,1.7431859835695682,1.7711463308413473
optimizer,sgd,2,"[64, 32]",relu,sgd,32,50,0.7200915813446045,0.775,0.8803408430829505,0.775,0.8166666666666667,0.9036961141150639,0.8166666666666667,0.225,0.18333333333333332,1.7438813195607479,1.7778615889290308
optimizer,sgd,3,"[64, 32]",relu,sgd,32,50,0.7580504417419434,0.7333333333333334,0.8563488385776753,0.7333333333333334,0.8166666666666667,0.9036961141150639,0.8166666666666667,0.26666666666666666,0.18333333333333332,1.754888566604982,1.7834289482137644
optimizer,sgd,4,"[64, 32]",relu,sgd,32,50,0.84881591796875,0.7,0.8366600265340756,0.7,0.7666666666666666,0.8755950357709131,0.7666666666666666,0.3,0.23333333333333334,1.726047296033344,1.7385033326629842
optimizer,sgd,5,"[64, 32]",relu,sgd,32,50,0.8164122104644775,0.7833333333333333,0.8850612031567836,0.7833333333333333,0.85,0.9219544457292888,0.85,0.21666666666666667,0.15,1.7564721310548188,1.7962730183710636
optimizer,sgd,6,"[64, 32]",relu,sgd,32,50,0.7675509452819824,0.71875,0.8477912478906585,0.71875,0.7083333333333333,0.8416254115301731,0.7083333333333333,0.28125,0.2916666666666667,1.7090094326474168,1.7298687681408207
optimizer,sgd,7,"[64, 32]",relu,sgd,32,50,0.7742698192596436,0.7645833333333334,0.8744045593049783,0.7645833333333334,0.8,0.8944271909999159,0.8,0.23541666666666666,0.2,1.7610789516387586,1.7951941558499038
optimizer,sgd,8,"[64, 32]",relu,sgd,32,50,0.7329378128051758,0.7125,0.8440971508067067,0.7125,0.775,0.8803408430829505,0.775,0.2875,0.225,1.7252763161488498,1.752519190023825
optimizer,sgd,9,"[64, 32]",relu,sgd,32,50,0.7779440879821777,0.71875,0.8477912478906585,0.71875,0.7333333333333334,0.8563488385776753,0.7333333333333334,0.28125,0.26666666666666666,1.7460169333164914,1.7703454970766805
optimizer,sgd,10,"[64, 32]",relu,sgd,32,50,0.8412950038909912,0.74375,0.862409415533017,0.74375,0.75,0.8660254037844386,0.75,0.25625,0.25,1.7397353669424642,1.7368176738331267
optimizer,momentum,1,"[64, 32]",relu,momentum,32,50,0.8330471515655518,0.7020833333333334,0.8379041313499614,0.7020833333333334,0.6916666666666667,0.83166499665831,0.6916666666666667,0.29791666666666666,0.30833333333333335,1.685005118817473,1.704872814288386
optimizer,momentum,2,"[64, 32]",relu,momentum,32,50,0.8260445594787598,0.6854166666666667,0.8278989471346528,0.6854166666666667,0.6583333333333333,0.811377429642539,0.6583333333333333,0.3145833333333333,0.3416666666666667,1.651318602208946,1.7004027087076257
optimizer,momentum,3,"[64, 32]",relu,momentum,32,50,0.7636563777923584,0.6125,0.7826237921249264,0.6125,0.6833333333333333,0.8266397845091497,0.6833333333333333,0.3875,0.31666666666666665,1.5484815696651073,1.6404823705267964
optimizer,momentum,4,"[64, 32]",relu,momentum,32,50,0.7741024494171143,0.59375,0.770551750371122,0.59375,0.6916666666666667,0.83166499665831,0.6916666666666667,0.40625,0.30833333333333335,1.6367796093001714,1.701175222476373
optimizer,momentum,5,"[64, 32]",relu,momentum,32,50,0.7967274188995361,0.6083333333333334,0.7799572637865061,0.6083333333333334,0.625,0.7905694150420949,0.625,0.39166666666666666,0.375,1.58436543917562,1.620360112817847
optimizer,momentum,6,"[64, 32]",relu,momentum,32,50,0.8781321048736572,0.6104166666666666,0.7812916655556148,0.6104166666666666,0.6416666666666666,0.801040989379861,0.6416666666666666,0.38958333333333334,0.35833333333333334,1.5818416078627944,1.619896677952723
optimizer,momentum,7,"[64, 32]",relu,momentum,32,50,0.8249893188476562,0.7291666666666667,0.8539125638299666,0.7291666666666667,0.7333333333333334,0.8563488385776753,0.7333333333333334,0.2708333333333333,0.26666666666666666,1.7154589973403946,1.7343661782493265
optimizer,momentum,8,"[64, 32]",relu,momentum,32,50,0.8107998371124268,0.5708333333333333,0.7555351304428758,0.5708333333333333,0.6083333333333334,0.7799572637865061,0.6083333333333334,0.42916666666666664,0.39166666666666666,1.545493198181903,1.6267268130142796
optimizer,momentum,9,"[64, 32]",relu,momentum,32,50,0.7908854484558105,0.5645833333333333,0.7513876052566567,0.5645833333333333,0.65,0.806225774829855,0.65,0.4354166666666667,0.35,1.560738291816564,1.6315135660786597
optimizer,momentum,10,"[64, 32]",relu,momentum,32,50,0.7793278694152832,0.6583333333333333,0.811377429642539,0.6583333333333333,0.6833333333333333,0.8266397845091497,0.6833333333333333,0.3416666666666667,0.31666666666666665,1.6361553345326008,1.670500577152284
optimizer,nesterov,1,"[64, 32]",relu,nesterov,32,50,0.8925116062164307,0.7083333333333333,0.8416254115301731,0.7083333333333333,0.7916666666666666,0.8897565210026093,0.7916666666666666,0.2916666666666667,0.20833333333333334,1.6979763285868819,1.7301639629690009
optimizer,nesterov,2,"[64, 32]",relu,nesterov,32,50,0.9637277126312256,0.7291666666666667,0.8539125638299666,0.7291666666666667,0.75,0.8660254037844386,0.75,0.2708333333333333,0.25,1.7320524732905052,1.7704283844481468
optimizer,nesterov,3,"[64, 32]",relu,nesterov,32,50,0.874366283416748,0.7458333333333333,0.8636164272021076,0.7458333333333333,0.7666666666666666,0.8755950357709131,0.7666666666666666,0.25416666666666665,0.23333333333333334,1.7121804799352907,1.7448210215796762
optimizer,nesterov,4,"[64, 32]",relu,nesterov,32,50,0.8652346134185791,0.6479166666666667,0.8049327094028834,0.6479166666666667,0.6916666666666667,0.83166499665831,0.6916666666666667,0.35208333333333336,0.30833333333333335,1.5789934744547174,1.6654120233061471
optimizer,nesterov,5,"[64, 32]",relu,nesterov,32,50,0.8388094902038574,0.7020833333333334,0.8379041313499614,0.7020833333333334,0.7416666666666667,0.8612007121842542,0.7416666666666667,0.29791666666666666,0.25833333333333336,1.7360523419074332,1.7459321834033068
optimizer,nesterov,6,"[64, 32]",relu,nesterov,32,50,0.8799962997436523,0.6895833333333333,0.8304115445568742,0.6895833333333333,0.7416666666666667,0.8612007121842542,0.7416666666666667,0.3104166666666667,0.25833333333333336,1.6782978307857317,1.7386714537777204
optimizer,nesterov,7,"[64, 32]",relu,nesterov,32,50,0.9242520332336426,0.6520833333333333,0.8075167696917095,0.6520833333333333,0.7083333333333333,0.8416254115301731,0.7083333333333333,0.34791666666666665,0.2916666666666667,1.6822024089282157,1.7390913285844722
optimizer,nesterov,8,"[64, 32]",relu,nesterov,32,50,0.9099092483520508,0.6104166666666666,0.7812916655556148,0.6104166666666666,0.6666666666666667,0.816496580927726,0.6666666666666667,0.38958333333333334,0.3333333333333333,1.6139906304041172,1.692065837648371
optimizer,nesterov,9,"[64, 32]",relu,nesterov,32,50,0.9520385265350342,0.7145833333333333,0.8453303101943839,0.7145833333333333,0.6916666666666667,0.83166499665831,0.6916666666666667,0.28541666666666665,0.30833333333333335,1.7260627314593686,1.723896243936774
optimizer,nesterov,10,"[64, 32]",relu,nesterov,32,50,0.9333562850952148,0.6520833333333333,0.8075167696917095,0.6520833333333333,0.675,0.8215838362577492,0.675,0.34791666666666665,0.325,1.6466283432188655,1.6618130660486983
